Name,Address,Project_Status,Occupancy_Year,Design___Accessible_1BR,Design___Accessible_2BR,Design___Accessible_3BR,Design___Accessible_4BR,Design___Accessible_Studio,Design___Accessible_Room,Design___Adaptable_1BR,Design___Adaptable_2BR,Design___Adaptable_3BR,Design___Adaptable_4BR,Design___Standard_1BR,Design___Standard_2BR,Design___Standard_3BR,Design___Standard_4BR,Design___Standard_Studio,Design___Standard_Room,Clientele__Families,Clientele___Seniors,Clientele___Other,Operator,Operator_type,Local_Area,Index_Number,Latitude,Longitude,URL
Cordova House,368 E Cordova St,Completed,1998,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,61,0,0,66,The Bloom Group,1,Strathcona,374,49.28195691,-123.09614857,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=374
Friendship Court,1600 E 8th Ave,Completed,1998,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,19,Kettle Friendship Society,1,Grandview-Woodland,371,49.26297372,-123.07167979,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=371
Muir Manor,2588 Nanaimo St,Completed,1998,0,0,0,0,0,0,0,0,0,0,4,22,6,2,0,0,30,0,4,Brightside Community Homes Foundation,1,Renfrew-Collingwood,348,49.26134544,-123.0561524,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=348
Roundhouse Co-op,1267 Marinaside Cres,Completed,1998,2,4,2,0,0,0,0,0,0,0,12,74,34,9,0,0,123,0,14,Roundhouse Co-op Housing Association,2,Downtown,336,49.27286767,-123.12091871,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=336
The Bonaventure Apartments,1041 Comox St,Completed,1998,0,0,0,0,0,0,0,0,0,0,6,21,3,0,0,0,3,0,27,Wings Housing Society,1,West End,375,49.28133297,-123.12781211,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=375
The CBA Manor,32 W Pender St,Completed,1998,3,1,0,0,0,0,24,0,0,0,0,6,10,0,0,0,17,27,0,CBA Housing Society,1,Downtown,340,49.28030099,-123.10540501,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=340
The Marjorie White Building,1640 Graveley St,Completed,1998,1,0,0,0,0,0,0,0,0,0,1,10,6,0,0,0,17,0,1,Lu'Ma Native Housing Society,3,Grandview-Woodland,364,49.27026481,-123.07051679,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=364
Bloomfield Gardens,5650 Oak St,Completed,1997,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Vancouver Resource Society for the Physically Disabled,1,South Cambie,369,49.23471513,-123.1276119,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=369
Hooper Apartments,1188 Pendrell St,Completed,1997,0,0,0,0,2,0,0,0,0,0,22,0,0,0,7,0,0,0,31,Coast Foundation Society,1,West End,346,49.28215354,-123.13218028,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=346
The Wellspring,415 Nelson St,Completed,1997,2,0,0,0,0,0,8,0,0,0,80,0,0,0,0,0,0,0,90,The 127 Society for Housing,1,Downtown,337,49.27770753,-123.12011537,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=337
Thompson Court,600 Vernon Dr,Completed,1997,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15,Pacific Community Resources Society,3,Strathcona,331,49.27923858,-123.07886158,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=331
Anita Lewis Co-op,5003 Boundary Rd,Completed,1996,0,0,0,0,0,0,0,0,0,0,2,13,8,0,0,0,21,0,2,Anita Lewis Co-op Housing Association,2,Renfrew-Collingwood,328,49.23928138,-123.02403574,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=328
Chelsea Crossing,3691 Vanness Ave,Completed,1996,0,2,0,0,0,0,0,0,0,0,0,15,11,3,0,0,29,0,2,New Chelsea Society,1,Renfrew-Collingwood,324,49.23533146,-123.02406143,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=324
Jim Green Residence,415 Alexander St,Completed,1996,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,66,Lookout Emergency Aid Society,1,Strathcona,330,49.28426436,-123.09478791,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=330
New Chelsea Gardens - Family,837 E 52nd Ave,Completed,1996,0,0,0,0,0,0,0,0,0,0,0,25,28,4,0,0,57,0,0,New Chelsea Society,1,Sunset,359,49.22289499,-123.08708207,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=359
New Chelsea Gardens - Seniors,995 E 52nd Ave,Completed,1996,4,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,54,0,New Chelsea Society,1,Sunset,360,49.22287534,-123.08585372,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=360
United Native Nations,1818 E Pender St,Completed,1996,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,Lu'Ma Native Housing Society,3,Grandview-Woodland,332,49.2799856,-123.06765123,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=332
Haley Place,1810 E Georgia,Completed,1995,0,0,0,0,0,0,0,0,0,0,13,21,5,0,0,0,26,0,13,Mavis McMullen Housing Society,1,Grandview-Woodland,329,49.27818046,-123.06779536,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=329
Longwater Park,1774 E Kent Ave S,Completed,1995,0,0,2,0,0,0,0,0,0,0,0,16,20,4,0,0,42,0,0,Affordable Housing Societies,1,Victoria-Fraserview,325,49.20783398,-123.06946548,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=325
Semlin Gardens,1975 E 12th Ave,Completed,1995,0,3,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,28,YWCA Vancouver,1,Kensington-Cedar Cottage,333,49.25978589,-123.06448489,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=333
St. Margarets,1538 E 22nd Ave,Completed,1995,1,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,20,Coast Foundation Society,1,Kensington-Cedar Cottage,343,49.25014462,-123.07286422,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=343
Burlington Heights Co-op,1865 E 10th Ave,Completed,1994,1,0,0,0,0,0,0,0,0,0,4,10,9,1,0,0,24,0,1,Burlington Heights Co-op Housing Assoc,2,Kensington-Cedar Cottage,29,49.26161645,-123.06687208,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=29
Chelsea Court,2390 Grandview Hwy S.,Completed,1994,1,0,0,0,0,0,0,0,0,0,0,19,9,3,0,0,31,0,1,New Chelsea Society,1,Kensington-Cedar Cottage,322,49.2575755,-123.05716498,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=322
First Lutheran Court,5701-29 Wales St,Completed,1994,1,0,0,0,0,0,0,0,0,0,1,10,4,3,0,0,17,1,1,Brightside Community Homes Foundation,1,Victoria-Fraserview,27,49.23246527,-123.05213397,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=27
Hydrecs House,2756 Victoria Dr,Completed,1994,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,9,Coast Foundation Society,1,Kensington-Cedar Cottage,355,49.25982107,-123.06556434,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=355
Lions View - Building II,2975 Horley St,Completed,1994,2,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,47,0,Brightside Community Homes Foundation,1,Renfrew-Collingwood,327,49.23966521,-123.04413053,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=327
Vancouver Native (Pender St),1725 E Pender St,Completed,1994,2,0,0,0,0,0,0,0,0,0,7,6,17,8,0,0,31,7,2,Vancouver Native Housing Society,3,Grandview-Woodland,279,49.28053613,-123.06970069,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=279
WISHS Co-op,3348 W Broadway,Completed,1994,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,0,0,36,WISHS Co-op Housing Association,2,Kitsilano,266,49.26396627,-123.17869216,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=266
Abbeyfield,8264 Hudson St,Completed,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,Abbeyfield Houses of Vancouver Society,1,Marpole,538,49.21098353,-123.13388777,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=538
Bridgeview Place,238 Davie St,Completed,1993,4,0,0,0,0,0,0,0,0,0,56,12,0,0,0,0,12,55,5,Brightside Community Homes Foundation,1,Downtown,323,49.27375636,-123.12370772,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=323
Chelsea Lane,1680 E 6th Ave,Completed,1993,2,0,0,0,0,0,0,0,0,0,27,16,0,0,0,0,16,27,2,New Chelsea Society,1,Grandview-Woodland,282,49.26471157,-123.07061566,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=282
Chinese United Church Lodge,430 Dunlevy Ave,Completed,1993,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,29,0,Chinese United Church,1,Strathcona,43,49.28054018,-123.09502732,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=43
City Edge Co-op,3608 SE Marine Dr,Completed,1993,0,3,0,0,0,0,0,0,0,0,0,44,23,0,0,0,70,0,0,City Edge Co-op Housing Association,2,Killarney,187,49.20740193,-123.02479866,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=187
Jeffrey Ross Residence,510 Alexander St,Completed,1993,4,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33,4,Lookout Emergency Aid Society,1,Strathcona,321,49.2837058,-123.09262135,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=321
Lions View - Building I,2950 Euclid Ave,Completed,1993,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,44,1,Brightside Community Homes Foundation,1,Renfrew-Collingwood,326,49.24006198,-123.04369648,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=326
Lu'Ma Housing (Boundary Rd),5075 Boundary Rd,Completed,1993,4,0,0,0,0,0,0,0,0,0,14,4,10,0,0,0,14,14,4,Lu'Ma Native Housing Society,3,Renfrew-Collingwood,207,49.23848485,-123.02402887,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=207
Solheim Place,251 Union St,Completed,1993,8,0,0,0,0,0,0,0,0,0,52,14,12,0,0,0,26,52,8,S.U.C.C.E.S.S,1,Strathcona,306,49.27788193,-123.0979086,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=306
St. Barbara's Estia,3621 W 4th Ave,Completed,1993,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,2,Hellenic Housing Society of BC,1,Kitsilano,260,49.26885935,-123.18453011,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=260
The Gresham,716 Smithe St,Completed,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,City of Vancouver,4,Downtown,351,49.28035617,-123.12195534,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=351
Windchimes Apartments,144 Heatley Ave,Completed,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,Raincity Housing and Support Society,1,Strathcona,357,49.28325701,-123.08914065,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=357
Beulah Gardens -  Bentall Building,3306 E 5th Ave,Completed,1992,3,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,50,1,Beulah Garden Homes Society,1,Hastings-Sunrise,268,49.26534752,-123.03206317,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=268
Constance Court,2518 E Hastings St,Completed,1992,4,0,0,0,0,0,0,0,0,0,14,14,2,0,0,0,16,14,4,Entre Nous Femmes Housing Society,1,Hastings-Sunrise,194,49.28087634,-123.05421182,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=194
Fraser Lands Family Housing,2680 Blanche St,Completed,1992,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,43,0,0,Red Door Housing Society,1,Killarney,228,49.20659423,-123.05288401,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=228
Kaslo Gardens Co-op,2775 Cooperative Way,Completed,1992,0,0,0,0,0,0,0,0,0,0,15,23,47,0,0,0,70,0,15,Kaslo Gardens Co-op Housing Association,2,Renfrew-Collingwood,176,49.25738833,-123.04775452,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=176
May MacLean Place,128 N Nanaimo St,Completed,1992,0,0,0,0,1,0,0,0,0,0,0,14,8,0,0,0,22,0,1,Kiwassa Housing Society,3,Hastings-Sunrise,253,49.28599067,-123.0558684,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=253
Natalia Terrace,3510 SE Marine Dr,Completed,1992,0,0,0,0,0,0,0,0,0,0,0,25,16,0,0,0,41,0,0,Entre Nous Femmes Housing Society,1,Killarney,181,49.20726071,-123.02876493,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=181
New Continental,1067 Seymour St,Completed,1992,3,0,0,0,2,0,0,0,0,0,52,0,0,0,53,0,0,105,5,City of Vancouver,4,Downtown,293,49.27796805,-123.12355177,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=293
Stan Stronge Noble House,730 W 6th Ave,Completed,1992,5,2,0,0,0,0,0,0,0,0,6,6,2,0,0,0,10,6,5,Stan Stronge Noble House Co-op Housing Association,2,Fairview,37,49.26564344,-123.12056203,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=37
Station Park I,1189 Main St,Completed,1992,2,0,0,0,0,0,0,0,0,0,9,21,13,0,0,0,34,9,2,Affordable Housing Societies,1,Downtown,224,49.27408446,-123.10049338,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=224
Station Park II,1129 Main St,Completed,1992,2,0,0,0,0,0,0,0,0,0,5,14,8,0,0,0,22,5,2,Affordable Housing Societies,1,Downtown,225,49.27455606,-123.10047839,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=225
Still Creek Co-op,2730 Cooperative Way,Completed,1992,0,0,0,0,0,0,0,0,0,0,11,20,34,0,0,0,54,0,11,Still Creek Co-op Housing Association,2,Renfrew-Collingwood,177,49.25732576,-123.04889439,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=177
Sunbridge Co-op,3450 SE Marine Dr,Completed,1992,0,0,0,0,0,0,0,0,0,0,2,28,10,0,0,0,38,0,2,Sunbridge Co-op Housing Association,2,Killarney,304,49.20738444,-123.03018455,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=304
Chelsea Corner,3548 Victoria Dr,Completed,1991,0,0,0,0,0,0,0,0,0,0,0,10,16,2,0,0,28,0,0,New Chelsea Society,1,Kensington-Cedar Cottage,309,49.25319001,-123.0656301,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=309
Coleopy Park-1989,5748 Rupert St,Completed,1991,0,2,2,0,0,0,0,0,0,0,36,8,8,2,0,0,22,36,0,Brightside Community Homes Foundation,1,Killarney,288,49.23202084,-123.04269371,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=288
Helmcken House,1090 Granville St,Completed,1991,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,32,McLaren Housing Society of BC,1,Downtown,180,49.27810547,-123.1241591,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=180
Princess Place,321 Princess Ave,Completed,1991,0,3,0,0,0,0,0,0,0,0,0,39,19,0,0,0,61,0,0,Affordable Housing Societies,1,Strathcona,280,49.28187669,-123.09196577,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=280
Shiloh Place,245 Powell St,Completed,1991,8,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,42,0,Shiloh Housing Society,1,Strathcona,274,49.28341464,-123.09852395,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=274
Wilson Heights Manor,1602 E 41st Ave,Completed,1991,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,Brightside Community Homes Foundation,1,Victoria-Fraserview,320,49.23238482,-123.07256746,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=320
Alexander House,176 Alexander St,Completed,1990,4,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,81,0,Affordable Housing Societies,1,Downtown,103,49.28378901,-123.10060783,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=103
Blair Court,2060 W 10th Ave,Completed,1990,14,10,5,1,0,0,0,0,0,0,4,4,1,0,0,0,21,4,14,Vancouver Resource Society for the Physically Disabled,1,Kitsilano,63,49.26268769,-123.15208112,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=63
Chelsea Green,4210 Kamloops St,Completed,1990,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,29,0,0,New Chelsea Society,1,Renfrew-Collingwood,204,49.24692571,-123.0536508,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=204
Columbus Residence,704 W 69th Ave,Completed,1990,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,23,0,Columbus Long Term Care Society,1,Marpole,91,49.20890443,-123.12096057,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=91
George Whiten Place,2875 E 6th Ave,Completed,1990,0,0,0,0,0,0,0,0,0,0,0,12,8,3,0,0,23,0,0,Alexandra Housing Society,1,Hastings-Sunrise,33,49.26502759,-123.04515669,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=33
Grandview Tower #2,1425 E 3rd Ave,Completed,1990,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,77,0,Baptist Housing Society of B.C.,1,Grandview-Woodland,215,49.26829628,-123.07464212,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=215
Pendera,133 W Pender St,Completed,1990,5,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,109,5,Vancouver Native Housing Society,3,Downtown,267,49.28154278,-123.10855569,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=267
Santiago Lodge,333 Powell St,Completed,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,The Bloom Group,1,Strathcona,277,49.28339069,-123.09696743,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=277
Victoria Gardens Co-op,1823 E 11th Ave,Completed,1990,0,0,1,0,0,0,0,0,0,0,6,14,9,0,0,0,24,0,6,Victoria Gardens Co-op Housing Assoc,2,Kensington-Cedar Cottage,65,49.26070528,-123.06745152,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=65
Brookland Court,540 Helmcken St,Completed,1989,3,0,0,0,0,0,0,0,0,0,5,0,0,0,70,0,0,78,0,The 127 Society for Housing,1,Downtown,198,49.2772737,-123.12347769,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=198
Chinatown Lions Manor III,102 Main St,Completed,1989,3,0,0,0,0,0,0,0,0,0,45,0,0,0,6,0,0,54,0,Vancouver Chinatown Housing Society,1,Strathcona,223,49.28382811,-123.09909816,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=223
Chinese Freemason's Manor,768 Prior St,Completed,1989,2,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,81,0,Chinese Freemason's Housing Society of B.C.,1,Strathcona,281,49.27631598,-123.08863524,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=281
Frances Court,1661 Frances St,Completed,1989,0,0,0,0,0,0,0,0,0,0,22,0,0,0,12,0,0,0,34,Coast Foundation Society,1,Grandview-Woodland,191,49.27964586,-123.07120717,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=191
Goodson Korsch Residence,1260 Howe St,Completed,1989,3,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,65,0,Vancouver Jewish Building Society,1,Downtown,200,49.2770125,-123.12780759,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=200
Killarney Gardens Co-op,7100 Killarney St,Completed,1989,0,0,0,0,0,0,0,0,0,0,12,112,103,0,0,0,215,0,12,Killarney Gardens Co-op Housing Association,2,Killarney,89,49.21915358,-123.04367102,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=89
Vancouver Native (4th Ave),1560 E 4th Ave,Completed,1989,1,0,0,0,0,0,0,0,0,0,10,11,4,5,0,0,20,10,1,Vancouver Native Housing Society,3,Grandview-Woodland,18,49.2666326,-123.0718679,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=18
Vancouver Native (Pender St),1823 E Pender St,Completed,1989,3,2,0,0,0,0,0,0,0,0,9,22,6,0,0,0,30,9,3,Vancouver Native Housing Society,3,Grandview-Woodland,264,49.28049812,-123.06754829,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=264
Whiting Court,1842 E 10th Ave,Completed,1989,2,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,45,2,Affordable Housing Societies,1,Kensington-Cedar Cottage,62,49.26108247,-123.06693953,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=62
Antkiw Court,1534 E 4th Ave,Completed,1988,0,0,0,0,0,0,0,0,0,0,0,13,6,2,0,0,21,0,0,Entre Nous Femmes Housing Society,1,Grandview-Woodland,17,49.266645,-123.07288057,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=17
Beatrice Terrace,1877 E Georgia St,Completed,1988,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,18,0,0,Entre Nous Femmes Housing Society,1,Grandview-Woodland,172,49.27866977,-123.06617155,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=172
Casa Serena,2610 Grandview Hwy S,Completed,1988,4,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,90,0,Italian Cultural Centre Housing Society,1,Renfrew-Collingwood,175,49.25715479,-123.05200625,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=175
Eburne Landing Co-op,8828 Hudson St,Completed,1988,4,3,1,0,0,0,0,0,0,0,12,8,8,0,0,0,20,0,16,Eburne Landing Co-op Housing Association,2,Marpole,201,49.20534612,-123.13433186,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=201
Four Sisters Co-op,133 Powell St,Completed,1988,0,0,0,0,0,0,0,0,0,0,39,28,15,0,18,0,43,0,57,Four Sisters Co-op Housing Association,2,Downtown,442,49.28342665,-123.10094244,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=442
Granville House,1515 Granville St,Completed,1988,7,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,84,0,Affordable Housing Societies,1,Downtown,182,49.27394656,-123.13159007,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=182
Le Normand,859 W 16th Ave,Completed,1988,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,Societe d'Habitation La Verendrye,1,Fairview,77,49.25730073,-123.12320747,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=77
Ledingham Place,2425 Brunswick St,Completed,1988,0,0,0,0,0,0,12,15,6,0,0,0,0,0,0,0,21,0,12,First United Church Social Housing Society,1,Mount Pleasant,47,49.26336944,-123.09754471,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=47
Lesya Ukrainka Manor,827 E Pender St,Completed,1988,2,0,0,0,0,0,0,0,0,0,19,0,0,0,5,0,0,26,0,Lesya Ukrainka Housing Society,1,Strathcona,258,49.28038687,-123.08649623,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=258
Little Mountain Court,250 E 36th Ave,Completed,1988,1,4,0,0,0,0,0,0,0,0,81,10,0,0,0,0,0,96,0,Little Mountain Care & Housing Association,1,Riley Park,83,49.23766925,-123.10086016,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=83
Magyar Otthon,1564 SW Marine Dr,Completed,1988,4,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,54,0,Canadian Hungarian Housing Society of BC,1,Marpole,234,49.20823363,-123.14304507,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=234
Mavis McMullen Place,430 E Cordova St,Completed,1988,1,0,0,0,0,0,0,0,0,0,7,7,3,0,16,0,10,24,0,Mavis McMullen Housing Society,1,Strathcona,145,49.28192592,-123.09447792,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=145
Rishon Co-op,1516 W 71st Ave,Completed,1988,1,1,0,0,0,0,0,0,0,0,7,7,4,0,0,0,12,0,8,Rishon Co-op Housing Association,2,Marpole,92,49.20682197,-123.14150123,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=92
Riverside Landing Co-op,8450 Portside Dr,Completed,1988,0,0,0,0,0,0,0,0,0,0,6,12,32,7,0,0,51,0,6,Riverside Landing Co-op Housing Association,2,Victoria-Fraserview,173,49.2067025,-123.06053178,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=173
Shon Yee Place,628 E Hastings St,Completed,1988,4,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,72,0,Shon Yee Benevolent Association of Canada,1,Strathcona,193,49.28085873,-123.09102024,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=193
St. Mary's Mews,5311 Balsam St,Completed,1988,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,St. Mary's Kerrisdale Housing Society,1,Arbutus-Ridge,109,49.23810614,-123.16154324,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=109
Tellier Tower,16 E Hastings St,Completed,1988,0,0,0,0,9,0,0,0,0,0,27,0,0,0,54,0,0,90,0,PHS Community Services Society,1,Downtown,188,49.28110813,-123.1039351,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=188
